Von;Nach;Dauer;Anzahl;Dauer
HWED;HWEA;00:00:37.7466667;3982;37
HU  G;HU;00:00:37.7733333;4015;37
KVI;KFNO;00:00:37.8033333;10416;37
FATC;FHEH;00:00:37.8933333;19;37
RSZN;RSZM;00:00:37.9100000;1814;37
MFK;MAHU;00:00:37.9133333;6111;37
TBE;TBEA;00:00:38.0333333;304;38
LKAN;LHAL;00:00:38.0700000;3851;38
MAHU;MFK;00:00:38.0866667;6067;38
MHH;MFLH;00:00:38.1333333;104;38
EEKU;EEKH;00:00:38.1433333;14;38
LAG;LAG O;00:00:38.1433333;14;38
DZN;DRA;00:00:38.1766667;2520;38
KPW;KPW N;00:00:38.1900000;5219;38
HGA;HDRY;00:00:38.2200000;2829;38
XABX;KBUN;00:00:38.2700000;28;38
HLTA;HKUR;00:00:38.3166667;189;38
TMHB;TTUG;00:00:38.3666667;623;38
MBAA;MBAL;00:00:38.3966667;11639;38
XAHS;MXP;00:00:38.4366667;320;38
UEIW;UEIP;00:00:38.4733333;1855;38
FDE N;FDE;00:00:38.5433333;3475;38
HG  G;HG  N;00:00:38.6133333;2019;38
LLC;LLC Y;00:00:38.7066667;164;38
LRG;LRWA;00:00:38.7166667;2728;38
TDU;TDUS;00:00:38.7300000;648;38
SKLS;SKLA;00:00:38.7900000;475;38
BWHA;BWHO;00:00:38.9066667;1438;38
KDFFH;KDU K;00:00:38.9300000;6582;38
AMF;AMFU;00:00:39.0400000;2625;39
KSTA;KG  R;00:00:39.0500000;141;39
FOST;FSHF;00:00:39.0533333;29483;39
BAG S;BBF;00:00:39.1233333;3439;39
KSTA;KSTP;00:00:39.2000000;3748;39
LK  C;LK  R;00:00:39.2000000;2523;39
NBAW;NEZ;00:00:39.2133333;1277;39
NVBS;NHAN;00:00:39.2733333;11;39
HEBG;HEBGN;00:00:39.3066667;169;39
KNSD;KNOKA;00:00:39.3500000;5114;39
HU;HU  G;00:00:39.3966667;4053;39
RL;RL  N;00:00:39.4100000;4406;39
BRGBR;BRGBW;00:00:39.4333333;2384;39
TWLH;TWUN;00:00:39.4766667;1139;39
TNSN;TN  M;00:00:39.5066667;3003;39
HEMA;HHBO;00:00:39.5666667;5001;39
TSNA;TSNU;00:00:39.6500000;7945;39
LSTL;LBIN;00:00:39.6733333;951;39
BPDC;BWPO;00:00:39.7033333;6999;39
NHOS;NHAN;00:00:39.7500000;12;39
TTUG;TMHB;00:00:39.7533333;569;39
HHT;HALT;00:00:39.7600000;3975;39
EWAT;EWAU;00:00:39.7966667;6253;39
RAPR;RAP;00:00:39.8000000;4507;39
XAWL;KBR P;00:00:39.8000000;43;39
HBUH;HSMK;00:00:39.8233333;3843;39
RMW;RMW G;00:00:39.8266667;7535;39
RAP;RAPR;00:00:39.8300000;4495;39
MOP W;MLEU;00:00:39.9966667;975;39
LMG G;LMGB;00:00:40.0000000;122;40
TWTB;TWMH;00:00:40.0100000;925;40
RSAB;RMZ;00:00:40.0366667;2396;40
UVIU;UE  L;00:00:40.0633333;2977;40
EDRA;EDRZ;00:00:40.1933333;1142;40
BRGBW;BRGBR;00:00:40.1966667;3212;40
EBCK;EFMK;00:00:40.2166667;837;40
NWHWU;NWHO;00:00:40.2300000;1999;40
BGBSO;BGBS;00:00:40.2700000;3392;40
NZG;NGM S;00:00:40.2833333;1132;40
KRE;XAJB;00:00:40.3066667;58;40
WPAUO;WPAU;00:00:40.5233333;1656;40
AWLBA;AWLBS;00:00:40.5800000;38;40
KLK;KLMI;00:00:40.6466667;8271;40
XFBDY;XFNO;00:00:40.6466667;68;40
LLAN;LACF;00:00:40.6766667;3191;40
RLS;REBR;00:00:40.6800000;4482;40
TN;TN  M;00:00:40.6900000;2907;40
RMZ;RSAB;00:00:40.7200000;2227;40
TOER;TCP;00:00:40.8733333;1105;40
LL  N;LLES;00:00:40.9100000;7455;40
LSEH;LLPDH;00:00:40.9133333;3103;40
RMFE;RMFS;00:00:40.9366667;7210;40
KFNO;KVI;00:00:40.9733333;10506;40
TOBA;TOBB;00:00:40.9766667;3365;40
MBIHA;MBIHH;00:00:41.0300000;1659;41
MLEF;MP  W;00:00:41.0400000;6108;41
NHZW;NDOE;00:00:41.1166667;1602;41
NEZ;NBAW;00:00:41.1533333;1395;41
TPHG;TPHM;00:00:41.1866667;160;41
LGOS;LGOSS;00:00:41.2100000;3608;41
TN  M;TN;00:00:41.2300000;3266;41
EWAU;EWAT;00:00:41.3100000;6444;41
TH  S;TH  G;00:00:41.3400000;3171;41
RMLB;RMW;00:00:41.3666667;7756;41
NF;NF  G;00:00:41.3800000;12204;41
RES;RROL;00:00:41.3866667;4661;41
FKKD;FKH;00:00:41.4233333;52;41
RLSM;RL  S;00:00:41.4300000;11029;41
TELI;TELL;00:00:41.4333333;549;41
TDLM;TDL;00:00:41.4666667;630;41
ARALB;ARAL;00:00:41.4700000;6003;41
NER G;NERS;00:00:41.5033333;6547;41
FDUU;FDU;00:00:41.5166667;3955;41
KKW F;KKW S;00:00:41.5566667;324;41
XAIH;XTD;00:00:41.6300000;28;41
RHEB;RRAS;00:00:41.6500000;1894;41
EHGVO;EHGV;00:00:41.6766667;1167;41
KKOLN;KKOU;00:00:41.6766667;1359;41
RRAS;RHEB;00:00:41.6766667;1837;41
NRPF;NRH B;00:00:41.7066667;1543;41
TRA;TMAL;00:00:41.7133333;4257;41
LBWZ;LBWU;00:00:41.7200000;3958;41
ASTR;ALSJ;00:00:41.7266667;1338;41
RSG N;RSG;00:00:41.7466667;1700;41
ARAL;ARALB;00:00:41.7566667;6034;41
MPLU;MPL;00:00:41.7800000;4223;41
HDOP;HDPH;00:00:41.8266667;275;41
FGHO;FGHA;00:00:41.8800000;1064;41
HDPH;HDOP;00:00:41.8833333;257;41
USK;UGHO;00:00:41.8933333;1348;41
EDKL;EDK;00:00:41.9366667;3843;41
KDRM;KVOG;00:00:41.9533333;3646;41
NNRU;NNRE;00:00:41.9666667;3558;41
KDRH;KDRA;00:00:41.9733333;4751;41
MRMU;MRMS;00:00:41.9733333;3357;41
KLMI;KLK;00:00:41.9766667;8248;41
TMIU;TMIN;00:00:41.9800000;2837;41
NNES;NNET;00:00:41.9833333;3556;41
NSCU;NSCL;00:00:41.9866667;3546;41
DZW;DZW M;00:00:42.0000000;51;42
EDWW;EDAS;00:00:42.0000000;3514;42
EVWU;EIPU;00:00:42.0000000;1171;42
MTL;NAN;00:00:42.0000000;12;42
MWDG;MAST;00:00:42.0000000;676;42
WUM;WUMH;00:00:42.0000000;721;42
WUMH;WUM;00:00:42.0000000;720;42
EDWD;EDWDP;00:00:42.0100000;1336;42
FFO U;FFO G;00:00:42.0366667;1839;42
MOP A;MLEU;00:00:42.0366667;4590;42
DRA;DZN;00:00:42.0633333;2588;42
LGOSS;LGOS;00:00:42.1033333;3174;42
BRGBT;BRGBV;00:00:42.1300000;25;42
LLA;LLW L;00:00:42.1466667;3181;42
LHW;LHSS;00:00:42.1533333;2707;42
MHHS;MFH;00:00:42.1766667;4729;42
EDRZ;EDRA;00:00:42.2133333;1129;42
MMA;MMA A;00:00:42.2133333;3418;42
FDILS;FNDS;00:00:42.2400000;1430;42
EMIL;EEMP;00:00:42.2600000;461;42
UE  L;UVIU;00:00:42.2700000;2955;42
BGSBS;BBGN;00:00:42.2733333;3811;42
BRGBO;BRGBA;00:00:42.2800000;5409;42
LHAC;LRO;00:00:42.2800000;2772;42
KDOB;KEM;00:00:42.3133333;149;42
EIPU;EVWU;00:00:42.3166667;1120;42
BRGBO;BRGBT;00:00:42.3333333;18;42
RLST;RLRS;00:00:42.3533333;65;42
FFO;FFO G;00:00:42.3566667;1441;42
BSAD;BGK W;00:00:42.3633333;1499;42
KDU;KDU K;00:00:42.3766667;6473;42
FKWNB;FKWNA;00:00:42.3866667;4600;42
KKW S;KKW;00:00:42.3866667;6092;42
TWUN;TWLH;00:00:42.3933333;1139;42
XAFW;KWEH;00:00:42.4833333;35;42
FHEH;FATC;00:00:42.5700000;21;42
KHB;KMUH;00:00:42.5900000;2831;42
EDOH;EDHK;00:00:42.6366667;3958;42
LBW;LBW H;00:00:42.6533333;46;42
TU  O;TUO;00:00:42.6533333;2832;42
LKD;LKD H;00:00:42.6566667;1564;42
MVS;MZO;00:00:42.6666667;32;42
BGK W;BSAD;00:00:42.7266667;1335;42
MN  M;MN  S;00:00:42.7766667;317;42
RBMT;RBRL;00:00:42.7766667;2023;42
AWLBS;AWLBA;00:00:42.8233333;255;42
RBE;RBEF;00:00:42.8666667;1190;42
MKI;MXKU;00:00:42.8900000;54;42
EHOK;EMEU;00:00:42.9133333;46;42
FWB A;FWO G;00:00:42.9800000;869;42
MFLH;MHH;00:00:43.0500000;103;43
RSCFO;RHRB;00:00:43.0500000;4978;43
MP  N;MP;00:00:43.1666667;253;43
KKA;KVI;00:00:43.1966667;19739;43
FKBW;FMN;00:00:43.2066667;5687;43
TSEP;TBZ;00:00:43.2466667;534;43
NWHO;NWHWU;00:00:43.2533333;2080;43
EDOB;EDOBZ;00:00:43.3500000;2770;43
FMLS;FMBB;00:00:43.4366667;263;43
NESE;NRTB;00:00:43.4766667;1288;43
FMBB;FMLS;00:00:43.4800000;258;43
FBU;FLIH;00:00:43.5066667;265;43
BWPO;BPDC;00:00:43.5366667;7144;43
MXKU;MKI;00:00:43.5366667;507;43
RRZA;RRZM;00:00:43.5433333;245;43
KG  R;KSTA;00:00:43.5700000;14;43
RKOP;RKOF;00:00:43.5766667;1408;43
HLEEP;HLEEA;00:00:43.6100000;287;43
LF  O;LF  L;00:00:43.6166667;110;43
RBEF;RBE;00:00:43.6733333;1190;43
UGHO;USK;00:00:43.7600000;1353;43
MAST;MWDG;00:00:43.7700000;1058;43
KKE B;KKBM;00:00:43.8000000;10;43
FHP N;FHP;00:00:43.8200000;4220;43
UME;UMS;00:00:43.8200000;1971;43
ASTT;ABCHG;00:00:43.9133333;3655;43
SNEC;SNE;00:00:43.9400000;118;43
MLR O;MAFB;00:00:44.0433333;238;44
AHROF;AHROP;00:00:44.0533333;3567;44
HEDM;HEDS;00:00:44.0766667;1203;44
EAU;EBEO;00:00:44.1400000;715;44
KNOKA;KNSD;00:00:44.2633333;4861;44
BBGN;BGSBS;00:00:44.2800000;3971;44
EHGV;EHGVO;00:00:44.2800000;50;44
TH  G;TH  S;00:00:44.2866667;3156;44
FO  M;FO;00:00:44.3266667;8754;44
DSPH;DWBZ;00:00:44.3833333;1946;44
LKD H;LKD;00:00:44.3833333;1564;44
BGK S;BGK N;00:00:44.4033333;2802;44
FBGK;FBGKV;00:00:44.5166667;1459;44
FWB;FWB A;00:00:44.5933333;836;44
LGK;LGK N;00:00:44.6433333;1651;44
TU  F;TU  R;00:00:44.6833333;2446;44
FB;FB  A;00:00:44.7433333;151;44
BOKR;BOSGA;00:00:44.7533333;6693;44
LLPDH;LSEH;00:00:44.7866667;3042;44
LBWU;LBWZ;00:00:44.8200000;4103;44
FHOES;FSINO;00:00:44.8233333;17;44
TN  M;TNSN;00:00:44.8733333;2789;44
LEO;LE  H;00:00:44.9233333;5348;44
KST P;KST G;00:00:44.9500000;7063;44
HGGL;HGGLO;00:00:44.9666667;2459;44
MOSM;MSM;00:00:45.0166667;6740;45
FWWS;FWSA;00:00:45.0366667;81;45
BRGBB;BRGBO;00:00:45.1266667;245;45
FLIH;FBU;00:00:45.1466667;260;45
ML;MANY;00:00:45.1766667;9516;45
TKNK;TOED;00:00:45.1800000;596;45
TRG;TRSA;00:00:45.1833333;1139;45
RMR G;RMR W;00:00:45.1966667;41;45
DWBZ;DSPH;00:00:45.2333333;2036;45
KURR;KRHB;00:00:45.2600000;1413;45
SKU W;SKU M;00:00:45.2700000;1345;45
NHAN;NHOS;00:00:45.2733333;11;45
KHB;KKRU;00:00:45.2900000;2797;45
TDL;TDLM;00:00:45.3333333;630;45
ABG G;AALM;00:00:45.3700000;3636;45
WPAU;WPAUO;00:00:45.3800000;1686;45
RLI;RLIA;00:00:45.4233333;5657;45
DRBA;DAZ;00:00:45.4300000;14;45
RBLN;RBLH;00:00:45.4766667;245;45
LSB;LSB G;00:00:45.5166667;4940;45
WSGR;WSGN;00:00:45.5200000;2206;45
BGK N;BGK S;00:00:45.5666667;2879;45
RMW G;RMW;00:00:45.5900000;7183;45
RL;RL  S;00:00:45.6100000;4099;45
TWMH;TWTB;00:00:45.6433333;825;45
FFAWA;FHOEA;00:00:45.6600000;62;45
FNRI;FROL;00:00:45.6966667;3952;45
TPT;TSN;00:00:45.7233333;12264;45
TALO;TAL;00:00:45.7333333;648;45
MAKN;MAOZ;00:00:45.7400000;5917;45
BSPDM;BSPD;00:00:45.8933333;9208;45
FKBWO;FWO A;00:00:45.9366667;4826;45
LNW;LNW N;00:00:46.1066667;4817;46
KKRU;KHB;00:00:46.1266667;2832;46
TCP;TOER;00:00:46.1300000;1107;46
KKOL;XAHT;00:00:46.2500000;35;46
TOBB;TOBA;00:00:46.2733333;3376;46
BHOW;BABO;00:00:46.3300000;82;46
KHOW;KHOM;00:00:46.4233333;4229;46
ENBMP;ENBMG;00:00:46.5000000;3275;46
LF  S;LF  F;00:00:46.5300000;49;46
WSGN;WSGR;00:00:46.5700000;2204;46
LMAW;LMAM;00:00:46.6466667;102;46
RBRL;RBMT;00:00:46.6466667;1969;46
TOED;TKNK;00:00:46.6633333;594;46
TNB;TWEB;00:00:46.7400000;1952;46
MTU;MUHU;00:00:46.7800000;5037;46
FO;FO  M;00:00:46.7900000;9184;46
RBT;RBTN;00:00:46.7966667;595;46
AOL A;AOL;00:00:46.8700000;764;46
FB  A;FB;00:00:46.8733333;166;46
RO;RO  S;00:00:46.8733333;5570;46
RSCFO;RSCFP;00:00:46.8933333;4977;46
KOL;KOL G;00:00:46.9200000;890;46
MSM;MOSM;00:00:47.0166667;6820;47
EPD;EPD G;00:00:47.0866667;243;47
LMGB;LMG G;00:00:47.1133333;122;47
LGLB;LBAS;00:00:47.1200000;2887;47
MP  W;MP  P;00:00:47.1600000;221;47
SNE;SNEC;00:00:47.1766667;80;47
SNKW;SBX;00:00:47.2500000;16;47
RRAS;RSAW;00:00:47.2933333;2672;47
RSAB;RLH;00:00:47.3100000;2330;47
NKMU;NNEU;00:00:47.3166667;1706;47
NKU;NMOF;00:00:47.3333333;1229;47
RBOE;RBOA;00:00:47.3433333;4204;47
RKOF;RKOW;00:00:47.3600000;1408;47
FG;FG  A;00:00:47.3700000;319;47
MHSU;MHSN;00:00:47.3700000;3459;47
FFS;FFS A;00:00:47.3766667;10036;47
KKBM;KKBT;00:00:47.4000000;10;47
RWRT;RWRTL;00:00:47.4100000;2506;47
UE  L;UE  O;00:00:47.4766667;677;47
LHW;LHWW;00:00:47.5000000;72;47
KDRA;KDRH;00:00:47.5033333;4744;47
KDU K;KDFFH;00:00:47.5333333;6491;47
BNDM;BSTAB;00:00:47.5433333;513;47
KAREP;KAREG;00:00:47.6033333;5898;47
KLKS;KLMH;00:00:47.6066667;3927;47
RKOW;RKOF;00:00:47.6233333;1423;47
TNA;TNA M;00:00:47.6500000;1385;47
HLEG;HLEA;00:00:47.7000000;5594;47
NF  G;NF;00:00:47.7200000;14113;47
KLMH;KLKS;00:00:47.7466667;3913;47
EMRY;EMRYA;00:00:47.7566667;3582;47
EDOL;EDHK;00:00:47.7633333;3970;47
HEDS;HEDM;00:00:47.7733333;1349;47
RLRS;RLST;00:00:47.8166667;65;47
MFHH;MFH;00:00:47.8333333;4678;47
EFMK;EBCK;00:00:47.8366667;915;47
FSHF;FLBF;00:00:47.8566667;14782;47
FHOEA;FFAWA;00:00:47.8766667;1710;47
LGOH;LGOS;00:00:47.9000000;3123;47
NRTB;NESE;00:00:47.9033333;1195;47
XFNO;XFBDY;00:00:47.9833333;563;47
NNET;NNES;00:00:47.9866667;3547;47
EDOH;EBUS;00:00:47.9933333;3888;47
DGRB;DGRBK;00:00:48.0000000;1012;48
FBGO;FBGU;00:00:48.0000000;996;48
KDU K;KDF A;00:00:48.0000000;45;48
MLEU;MOP R;00:00:48.0000000;18;48
SKK;SKU M;00:00:48.0000000;72;48
TET;TET N;00:00:48.0000000;720;48
UGO K;UGO O;00:00:48.0000000;55;48
MHT;MKA;00:00:48.0233333;32503;48
UE  G;UE  O;00:00:48.0266667;644;48
BLIA;BSE B;00:00:48.0466667;1006;48
RROL;RES;00:00:48.0766667;4765;48
EDAS;EDWW;00:00:48.1200000;3487;48
KBBG;XABX;00:00:48.1233333;26;48
MSD;MPLU;00:00:48.1400000;4223;48
EDHK;EDOH;00:00:48.1533333;3975;48
TS;TS  W;00:00:48.1833333;4383;48
RL  T;RL  K;00:00:48.2366667;7136;48
FGHA;FGHO;00:00:48.2466667;1001;48
MRI W;MBAA;00:00:48.2633333;4288;48
BBIKM;BBIKS;00:00:48.2666667;45;48
MGIF;MFG;00:00:48.2766667;5048;48
FHOEA;FSIN;00:00:48.4300000;14;48
BGBS;BGBSO;00:00:48.4366667;3464;48
LLP G;LLBR;00:00:48.4366667;3460;48
RAP;RAPK;00:00:48.4400000;547;48
LHWW;LHW;00:00:48.4433333;27;48
TSNRE;TSN;00:00:48.4566667;47;48
REBR;RLS;00:00:48.4833333;4496;48
KMUH;KHB;00:00:48.6100000;2798;48
LF  L;LUEB;00:00:48.6166667;110;48
SKU;SKZK;00:00:48.6200000;2773;48
TTU;TTUS;00:00:48.6200000;1138;48
KKOU;KKOLN;00:00:48.6466667;1435;48
HO  O;HO  S;00:00:48.6700000;2794;48
FKWNA;FKWNB;00:00:48.7200000;4521;48
ASCH;ASCA;00:00:48.7266667;3565;48
TM  N;TOET;00:00:48.7266667;594;48
LK;LK  D;00:00:48.7400000;2525;48
MSHH;MABO;00:00:48.8000000;1903;48
KDDP;KDDH;00:00:48.8600000;10717;48
RL  T;RL  S;00:00:48.8833333;6570;48
EDDPH;EDDPO;00:00:48.8966667;4154;48
UWAR;UHL;00:00:48.9133333;1820;48
MAOZ;MAKN;00:00:48.9266667;6037;48
BSPDO;BSPDM;00:00:49.0166667;9201;49
HA;HAAK;00:00:49.0200000;248;49
RSCFP;RSCFO;00:00:49.0300000;4978;49
RRZM;RRZA;00:00:49.0866667;254;49
HALT;HHT;00:00:49.0933333;3936;49
BABO;BSFW;00:00:49.1200000;75;49
BNDM;BSPG;00:00:49.1500000;469;49
RSAW;RRAS;00:00:49.2033333;2538;49
RRK;RL  N;00:00:49.2266667;4970;49
FWO G;FWB A;00:00:49.2400000;915;49
EDMF;EDDPB;00:00:49.2866667;14;49
RLH;RSAB;00:00:49.4066667;2432;49
LLC Y;LLC;00:00:49.4633333;168;49
NHUE;NRWA;00:00:49.5033333;839;49
TEMEF;TSOM;00:00:49.5466667;6742;49
MKA;MHT;00:00:49.6066667;32524;49
AEL;AEL N;00:00:49.6100000;3631;49
FSHF;FMUL;00:00:49.6366667;14695;49
RL  T;RL  N;00:00:49.6466667;1123;49
TWEB;TNB;00:00:49.6533333;1965;49
RBAS;RDUN;00:00:49.6566667;2190;49
LUEB;LF  L;00:00:49.8166667;22;49
HEBGN;HEBG;00:00:49.8300000;177;49
FFAU;FF  H;00:00:49.8433333;715;49
UHL;UWAR;00:00:49.9166667;1855;49
TEZLF;TACHF;00:00:49.9266667;6617;49
RL  N;RRK;00:00:49.9400000;5221;49
BSFD;BAS;00:00:49.9833333;5719;49
ANEB;AVL;00:00:50.0100000;4487;50
FFS A;FFS;00:00:50.1866667;9826;50
HSCB;HHOY;00:00:50.1966667;1529;50
RIM;RIMZ;00:00:50.2900000;1884;50
ASCA;ASCH;00:00:50.3200000;4151;50
FSP S;FSP;00:00:50.3366667;13614;50
BBF;BAG S;00:00:50.3766667;3394;50
ALBGG;ALBG;00:00:50.3933333;3276;50
EVDU;EVD;00:00:50.6133333;1632;50
BGH M;BGHO;00:00:50.6366667;3603;50
HO  N;HO  S;00:00:50.6633333;2813;50
BWP;BWP G;00:00:50.6700000;6096;50
LSB G;LSB;00:00:50.7733333;4963;50
NPA P;RMW G;00:00:50.7966667;44;50
BCS Z;BCSF;00:00:50.8400000;1181;50
TRSA;TRG;00:00:50.8566667;1138;50
FO  G;FO  M;00:00:50.8600000;8646;50
KEM;KDV;00:00:50.8600000;8511;50
AK  O;AMRO;00:00:50.9233333;158;50
HGGLO;HGGL;00:00:50.9800000;2362;50
FKEI;FKOA;00:00:51.0100000;3575;51
BGSBS;BGBW;00:00:51.0266667;2150;51
TSNR;TSNRE;00:00:51.0533333;100;51
BBSH;BBGS;00:00:51.1000000;190;51
MBAA;MRI W;00:00:51.1066667;4313;51
NNRS;NJB;00:00:51.2233333;2727;51
HP  G;HP;00:00:51.3500000;1265;51
HB  W;HBN;00:00:51.3833333;1568;51
WPZA;WPZ;00:00:51.3933333;1168;51
XATP;SPOM;00:00:51.4133333;32;51
FWB A;FWB;00:00:51.4400000;871;51
TS  W;TS  R;00:00:51.4700000;13405;51
SMZG;SMZM;00:00:51.5733333;2859;51
RMRG;RMUG;00:00:51.5800000;2913;51
FWO;FWSA;00:00:51.6333333;8543;51
EOB;EOB O;00:00:51.7133333;2170;51
BAS;BSFD;00:00:51.7466667;5689;51
FSP;FSP S;00:00:51.8333333;11221;51
EPD G;EPD;00:00:51.8866667;247;51
FKBW;FKBWO;00:00:51.9466667;5869;51
BWPO;BWP;00:00:51.9500000;5922;51
AALM;ABG G;00:00:51.9700000;3644;51
BGBW;BGH N;00:00:52.0433333;2158;52
TNA M;TNA;00:00:52.0533333;1653;52
FELT;FELTO;00:00:52.1066667;892;52
MFL;MXSZ;00:00:52.2566667;94;52
RMHH;RMNS;00:00:52.4066667;7368;52
KPHF;KKFS;00:00:52.4300000;4268;52
LNW S;LNW;00:00:52.4333333;7473;52
LSW;LSW G;00:00:52.4400000;1564;52
EE  O;EEKZ;00:00:52.4533333;6439;52
RIMM;RIM;00:00:52.4633333;573;52
HHOY;HSCB;00:00:52.4966667;1505;52
LLWN;LLWS;00:00:52.4966667;631;52
LEI;LEI G;00:00:52.5166667;2700;52
DRB;DTR;00:00:52.5300000;4811;52
HLERA;HLERW;00:00:52.5533333;4029;52
BFIN;BAFI;00:00:52.5666667;5704;52
LEI G;LEI;00:00:52.5666667;2699;52
UN;UN  A;00:00:52.6166667;13;52
FHOES;FSIN;00:00:52.6600000;88;52
LLBR;LGRA;00:00:52.6666667;3460;52
ALBG;ALBGG;00:00:52.6800000;3316;52
DM;DFS;00:00:52.7333333;4311;52
LNW N;LNW;00:00:52.7366667;4725;52
TSFE;TSNRE;00:00:52.7466667;12265;52
BBI;BBIW;00:00:52.8100000;811;52
RMUG;RMRG;00:00:52.9633333;2920;52
TWLH;TRH;00:00:52.9866667;1138;52
XDRK;MNM;00:00:53.0000000;33;53
RMBW;RVLD;00:00:53.0600000;1423;53
KKGU;KKA;00:00:53.0766667;9218;53
LLWS;LLWN;00:00:53.1366667;646;53
RKOW;RRU;00:00:53.1766667;1408;53
BSPDW;BSPD;00:00:53.1800000;8861;53
HLEEA;HLEEP;00:00:53.2000000;263;53
HWOH;HWOL;00:00:53.2100000;1329;53
HLED;HEM;00:00:53.2433333;277;53
XART;XARTS;00:00:53.2566667;658;53
TET S;TET K;00:00:53.2833333;1183;53
ESIG;ESIS;00:00:53.3700000;19;53
KKM;KKANE;00:00:53.3700000;58;53
DKRP;DSO;00:00:53.3866667;2508;53
KLKH;KLKS;00:00:53.3866667;3938;53
FBRS;FMOW;00:00:53.4000000;5968;53
MOP H;MSTH;00:00:53.4000000;10;53
XFSW;SXSD;00:00:53.4033333;1105;53
TMIU;TMAI;00:00:53.4300000;2834;53
TSOM;TEMEF;00:00:53.4433333;7030;53
LHAL;LKAN;00:00:53.4566667;3945;53
TET K;TET S;00:00:53.4800000;1329;53
LLES;LLN;00:00:53.5400000;13;53
MFH;MHHS;00:00:53.5566667;4678;53
MPFR;MRA;00:00:53.5766667;611;53
ABCHG;ASTT;00:00:53.5900000;3634;53
TPHM;TPHG;00:00:53.5933333;162;53
BCSF;BCS Z;00:00:53.6166667;1139;53
EEMP;EMIL;00:00:53.6266667;525;53
EEFD;ENDO;00:00:53.6633333;1398;53
ELPP;ELPPG;00:00:53.6800000;243;53
LSBO;LSB G;00:00:53.6833333;4810;53
UEI;UEI G;00:00:53.6900000;1988;53
TRH;TWLH;00:00:53.7133333;1138;53
SKU M;SKK;00:00:53.7500000;72;53
ELEC;EHIT;00:00:53.7833333;837;53
HP;HP  G;00:00:53.8166667;1348;53
MONH;MABY;00:00:53.8333333;3366;53
FSHF;FOST;00:00:53.8433333;29418;53
KN  W;KN  D;00:00:53.8666667;3304;53
KVOG;KDRM;00:00:53.8733333;3672;53
HEM;HLED;00:00:53.8833333;254;53
THL;TBSV;00:00:53.8833333;241;53
WWBW;WDF N;00:00:53.8866667;53;53
MGHN;XDNV;00:00:53.8900000;10;53
RBRE;RBRF;00:00:53.9366667;595;53
LLWP;LLMK;00:00:53.9533333;15958;53
EBUS;EDOH;00:00:53.9733333;3871;53
LLMK;LLWP;00:00:53.9800000;16011;53
NBUU;NBUE;00:00:53.9800000;3136;53
EBRB;EMUD;00:00:53.9833333;1411;53
MMU;MUO;00:00:53.9900000;1278;53
ANRS;ANR;00:00:54.0000000;153;54
DKT;DKT B;00:00:54.0000000;2725;54
EEHT;EESOR;00:00:54.0000000;3500;54
BSE B;BLIA;00:00:54.0066667;1013;54
LSBR;LHST;00:00:54.0366667;1458;54
MANY;MAOZ;00:00:54.0400000;5064;54
HLIS;HHOHA;00:00:54.0433333;258;54
KKOU;KKES;00:00:54.0633333;1358;54
HBHM;HHAT;00:00:54.0666667;2672;54
RT;RERZ;00:00:54.0900000;1266;54
FELTO;FELT;00:00:54.2633333;874;54
FKIZ;FWWN;00:00:54.2733333;88;54
DTR;DRB;00:00:54.2866667;3611;54
FWSA;FWO;00:00:54.3100000;359;54
MAKN;MANL;00:00:54.3133333;2121;54
KBEG;KEM;00:00:54.3900000;8255;54
RAPK;RAP;00:00:54.3900000;538;54
UEI G;UEI;00:00:54.4233333;1970;54
FBGU;FBGO;00:00:54.4600000;1056;54
NEF;NERB;00:00:54.4833333;3639;54
LHME;LHAL;00:00:54.5233333;3074;54
LZI;LZIO;00:00:54.5900000;2889;54
KKES;KKOU;00:00:54.5933333;1458;54
KT;KT  N;00:00:54.6966667;11781;54
DRBK;DRBD;00:00:54.7333333;4860;54
EEST;EESOB;00:00:54.7500000;3324;54
KLOC;KBMW;00:00:54.7500000;40;54
SSB;SSHI;00:00:54.7766667;3769;54
AWN F;AWN;00:00:54.7800000;5928;54
NDTH;NND;00:00:54.8266667;6776;54
FMOW;FBRS;00:00:54.8400000;6286;54
RDUN;RBAS;00:00:54.8966667;2477;54
RBAM;RRHM;00:00:54.9000000;2809;54
KMEZ;KMEU;00:00:54.9100000;2914;54
KDU K;KDU;00:00:54.9166667;6521;54
TACHF;TEZLF;00:00:54.9366667;6649;54
RWDG;RNFS;00:00:54.9400000;4352;54
HL  G;HL;00:00:54.9766667;3869;54
MAOZ;MOZ;00:00:55.0466667;5104;55
TBZ;TSEP;00:00:55.0500000;549;55
KKP;KKN W;00:00:55.0566667;5054;55
RRZ;RRZ G;00:00:55.1466667;2556;55
EVD;EVDU;00:00:55.1933333;1691;55
TPT;TSFE;00:00:55.2233333;10657;55
THB;THB R;00:00:55.2733333;1834;55
KBA;KBAG;00:00:55.3000000;3047;55
TBSV;THL;00:00:55.3100000;252;55
RBOA;RBOE;00:00:55.3733333;4307;55
XALN;XALM;00:00:55.4200000;770;55
KPW N;KPW;00:00:55.5633333;5154;55
WW  N;WW;00:00:55.5833333;1705;55
ROKS;RO  S;00:00:55.5900000;1314;55
TLAF;TSZ E;00:00:55.5933333;6262;55
KBR G;KBR P;00:00:55.6200000;3361;55
